,title,type,eps_count,rate,content_descriptors,seasons_count,series_launch_year,Votes
608,me & roboco,series,28,3.5,"الفجور, الصور الجنسية, العنف",1,2023,1352
609,mecha-ude: mechanical arms,series,12,4.5,"الفجور, العنف",1,2024,6876
610,medaka kuroiwa is impervious to my charms,series,12,4.3,"الصور الجنسية, حوار ملمح",1,2025,20475
611,megalobox,series,13,4.7,"تعاطي المخدرات/الكحول, الفجور, التدخين, الانتحار, العنف",1,2018,9756
612,megaton musashi,series,28,3.4,"الفجور, الصور الجنسية, العنف",2,2024,1410
613,meiji gekken: 1874,series,10,4.3,"العري, الفجور, التدخين, الانتحار, العنف",1,2024,1841
614,meow meow japanese history,series,96,4.1,العنف,1,2017,390
615,metallic rouge,series,13,4.3,"الفجور, التدخين, العنف",1,2024,13913
616,mf ghost,series,24,4.8,"الفجور, الصور الجنسية",2,2024,19727
617,mieruko-chan,series,12,4.7,"العري, رعب خارق للطبيعة, العنف",1,2023,26320
618,migi&dali,series,13,4.7,"الفجور, التدخين, العنف",1,2023,9972
619,military!,series,12,3.9,"الصور الجنسية, العنف",1,2015,361
620,million doll,series,12,2.7,unknown,1,2015,129
621,mina,series,11,2.9,"الصور الجنسية, العنف",1,2024,305
622,minami kamakura high school girls cycling club,series,13,4.3,"العري, الفجور",1,2017,416
623,mischievous kiss - love in tokyo,series,16,4.1,الفجور,1,2014,2167
624,mischievous kiss - the movie,series,3,3.7,"الفجور, العنف",1,2020,458
625,miss bernard said.,series,12,4.0,العنف,1,2016,284
626,miss kobayashi's dragon maid,series,43,4.7,"تعاطي المخدرات/الكحول, الفجور, المحتوى الجنسي, الصور الجنسية, حوار ملمح, العنف",3,2021,41293
627,miss kuroitsu from the monster development department,series,12,4.2,"العري, العنف",1,2022,4618
628,miss monochrome - the animation,series,41,4.1,"الفجور, العنف",3,2015,415
629,miss shachiku and the little baby ghost,series,12,4.6,الفجور,1,2022,1987
630,mitchiri neko,series,13,4.4,unknown,1,2018,233
631,mix meisei story,series,48,4.2,"تعاطي المخدرات/الكحول, الفجور, التدخين, الصور الجنسية",2,2019,1148
632,mizu no kotoba,series,3,2.7,مواضيع للبالغين,1,2008,37
633,mob psycho 100,series,39,4.9,"العري, الفجور, التدخين, حوار ملمح, الانتحار, العنف",4,2019,111847
634,mobile fighter g gundam,series,49,4.6,"الفجور, العنف",1,2017,1461
635,mobile suit gundam,series,43,4.6,"العري, الفجور, العنف",2,2021,3273
636,mobile suit gundam 00,series,51,4.8,"الفجور, العنف",3,2017,2961
637,mobile suit gundam iron blooded orphans,series,50,4.8,"الفجور, العنف",2,2016,7898
638,mobile suit gundam narrative,series,1,4.3,"الفجور, العنف",1,2023,630
639,mobile suit gundam seed,series,48,4.6,"العري, الفجور, العنف",1,2022,2622
640,mobile suit gundam seed destiny,series,50,4.4,"العري, الفجور, العنف",1,2017,1620
641,mobile suit gundam the origin,series,6,4.8,"الفجور, التدخين, العنف",1,2023,1141
642,mobile suit gundam the origin advent of the red comet,series,13,4.8,"الفجور, العنف",1,2019,1659
643,mobile suit gundam the witch from mercury,series,25,4.7,"الفجور, العنف",1,2022,22796
644,mobile suit gundam unicorn re:0096,series,22,4.6,"الفجور, العنف",1,2016,1487
645,mobile suit gundam wing endless waltz,movie_listing,unknown,4.8,unknown,unknown,unknown,1894
646,mobile suit gundam wing اجنحة الكاندام,series,49,4.7,"الفجور, العنف",1,2017,4030
647,mobile suit gundam zz,series,47,4.2,"الفجور, حوار ملمح, العنف",1,2022,797
648,mobile suit gundam: cucuruz doan's island,series,1,4.6,العنف,1,2023,915
649,mobile suit zeta gundam,series,50,4.5,"العري, العنف",1,2023,1240
650,momentary lily,series,14,3.5,"الفجور, الصور الجنسية, العنف",1,2025,2159
651,mono,series,4,4.5,التدخين,1,2025,1095
652,monogatari series off & monster season,series,15,4.6,"الصور الجنسية, الانتحار, رعب خارق للطبيعة, العنف",1,2024,3917
653,monster girl doctor,series,12,4.5,"الصور الجنسية, حوار ملمح",1,2020,14689
654,monster strike,series,160,3.4,"تعاطي المخدرات/الكحول, العري, التدخين, العنف",6,2018,583
655,monster strike the movie: lucifer dawn of despair,series,1,3.3,العنف,1,2021,152
656,"more than a married couple, but not lovers.",series,12,4.8,"العري, الفجور, حوار ملمح",1,2022,89443
657,moriarty the patriot,series,26,4.9,"التدخين, حوار ملمح, العنف",1,2022,21132
658,moritasan wa mukuchi,series,26,4.2,"الفجور, حوار ملمح",1,2011,525
659,mr love: queen's choice,series,12,4.2,العنف,1,2020,3135
660,mr. osomatsu,series,84,4.7,"العري, الفجور, التدخين, المحتوى الجنسي, الانتحار, العنف",4,2016,1396
661,mr. tonegawa middle management blues,series,24,4.2,"الفجور, التدخين, العنف",1,2018,457
662,mr. villain's day off,series,12,4.7,"الفجور, العنف",1,2024,10747
663,ms. koizumi loves ramen noodles,series,12,4.2,unknown,1,2018,897
664,ms. vampire who lives in my neighborhood.,series,12,4.6,العنف,1,2018,2179
665,muhyo & roji's bureau of supernatural investigation,series,24,4.3,"التدخين, الصور الجنسية, العنف",2,2018,1150
666,musasi-no,series,12,2.6,unknown,1,2022,647
667,mushi-shi,series,22,4.8,"الدم/القتل, تعاطي المخدرات/الكحول, العري, الفجور, التدخين",2,2022,10254
668,mushi-uta,series,12,4.5,"الفجور, التدخين, العنف",1,2010,770
669,mushibugyo,series,27,4.5,"العري, حوار ملمح, العنف",1,2013,1071
670,mushoku tensei: jobless reincarnation,series,49,4.8,"العري, الفجور, العنف الجنسي, التدخين, المحتوى الجنسي, العنف",2,2022,243864
671,music girls,series,12,3.7,الصور الجنسية,1,2018,278
672,muteking the dancing hero,series,12,3.1,"الفجور, العنف",1,2022,110
673,muv-luv alternative,series,24,4.1,"الدم/القتل, العري, العنف",1,2022,3038
674,my bride is a mermaid,series,26,4.7,"الفجور, حوار ملمح",1,2014,991
675,my clueless first friend,series,13,4.8,"تعاطي المخدرات/الكحول, الفجور, العنف",1,2023,11711
676,my daughter left the nest and returned an s-rank adventurer,series,13,4.5,"الفجور, العنف",1,2023,14633
677,my deer friend nokotan,series,12,4.5,"حوار ملمح, العنف",1,2024,23255
678,my dress-up darling,series,12,4.9,"العري, حوار ملمح",1,2022,164739
679,my first girlfriend is a gal,series,10,4.3,"الفجور, الصور الجنسية, حوار ملمح",1,2023,18014
680,my hero academia,series,51,4.7,"الفجور, التدخين, الصور الجنسية, العنف",3,2023,289808
681,my hero academia movies,series,1,4.7,"الفجور, الصور الجنسية, العنف",1,2025,11249
682,my hero academia: vigilantes,series,5,4.7,"تعاطي المخدرات/الكحول, الفجور, التدخين, العنف",1,2025,11424
683,my home hero,series,12,4.6,"الفجور, التدخين, الانتحار, العنف",1,2023,8904
684,my love  story!!,series,24,4.8,الفجور,1,2015,21448
685,my love story with yamada-kun at lv999,series,13,4.9,"تعاطي المخدرات/الكحول, الفجور, حوار ملمح",1,2023,108453
686,my new boss is goofy,series,12,4.8,"تعاطي المخدرات/الكحول, الفجور, التدخين",1,2023,13866
687,my next life as a villainess: all routes lead to doom!,series,25,4.7,العنف,2,2021,39333
688,my one-hit kill sister,series,12,4.2,"الصور الجنسية, حوار ملمح, العنف",1,2023,16906
689,my senpai is annoying,series,12,4.7,"تعاطي المخدرات/الكحول, الفجور",1,2023,9115
690,"my sister, my writer",series,12,3.6,"العري, الفجور, المحتوى الجنسي",2,2018,2113
691,my stepmom's daughter is my ex,series,12,4.5,"الصور الجنسية, حوار ملمح",1,2022,30719
692,my sweet tyrant,series,25,4.4,الفجور,1,2018,3715
693,my tiny senpai,series,12,4.5,"تعاطي المخدرات/الكحول, الصور الجنسية, حوار ملمح",1,2023,15687
694,my unique skill makes me op even at level 1,series,12,4.4,"الفجور, العنف",1,2023,36839
695,my wife has no emotion,series,12,4.3,"تعاطي المخدرات/الكحول, حوار ملمح, العنف",1,2024,10153
696,my wife is the student council president,series,48,4.3,"العري, المحتوى الجنسي",4,2015,7212
697,myriad colors phantom world,series,13,4.4,"الفجور, الصور الجنسية, حوار ملمح, العنف",1,2016,6483
698,myself; yourself,series,13,4.6,"حوار ملمح, الانتحار",1,2009,5459
699,mysterious disappearances,series,12,4.5,"الصور الجنسية, حوار ملمح, رعب خارق للطبيعة",1,2024,6102
700,nanana's buried treasure,series,11,4.2,"الصور الجنسية, حوار ملمح, العنف",1,2014,1273
701,nanbaka,series,26,4.7,"الفجور, التدخين, الصور الجنسية, العنف",1,2016,6048
702,narenare -cheer for you!-,series,12,4.3,العنف,1,2024,2683
703,naruto shippuden,series,500,4.7,"الانتحار, العنف",17,2015,191374
704,naruto spin-off: rock lee & his ninja pals,series,53,4.3,"الفجور, العنف",1,2012,3196
705,naruto ناروتو,series,220,4.7,العنف,9,2009,84096
706,natsume's book of friends,series,90,4.9,"تعاطي المخدرات/الكحول, الفجور, التدخين, رعب خارق للطبيعة, العنف",7,2012,6952
707,negative positive angler,series,12,4.7,"الفجور, التدخين, الانتحار",1,2024,6789
708,nekopara,series,12,4.5,"المحتوى الجنسي, الصور الجنسية, حوار ملمح",1,2022,2435
709,neo angelique abyss,series,26,4.5,"الفجور, العنف",2,2009,3805
710,netsuzou trap -ntr-,series,12,3.0,"العري, المحتوى الجنسي",1,2017,5679
711,new game!,series,24,4.7,"تعاطي المخدرات/الكحول, الفجور, الصور الجنسية, حوار ملمح, العنف",2,2016,4888
712,nier:automata ver1.1a,series,25,4.7,"العري, العنف",1,2023,36525
713,night head 2041,series,12,4.2,"الفجور, التدخين, الانتحار, العنف",1,2021,1197
714,nijiyon animation,series,27,4.1,العنف,2,2024,930
715,nina the starry bride,series,12,4.7,"حوار ملمح, الانتحار, العنف",1,2024,21979
716,ningen fushin: adventurers who don't believe in humanity will save the world,series,12,4.4,"الفجور, التدخين, حوار ملمح, العنف",1,2023,25849
717,ninja collection,series,13,2.6,"رعب خارق للطبيعة, العنف",1,2020,337
718,no longer allowed in another world,series,12,4.5,"تعاطي المخدرات/الكحول, التدخين, الانتحار, العنف",1,2024,35159
719,noblesse,series,13,4.6,"الفجور, رعب خارق للطبيعة, العنف",1,2020,22931
720,noblesse: awakening,series,2,4.6,"رعب خارق للطبيعة, العنف",1,2016,5236
721,nobunaga concerto,series,10,4.5,"الفجور, العنف",1,2014,1132
722,nobunaga teacher's young bride,series,24,3.2,"العري, المحتوى الجنسي",2,2019,3903
723,noir,series,26,4.4,"الفجور, العنف",1,2017,619
724,null & peta,series,12,4.0,"الانتحار, العنف",1,2019,266
725,number24,series,12,4.5,"الفجور, الصور الجنسية",1,2022,2162
726,nyanbo!,series,26,3.8,العنف,1,2016,197
727,nyanko days,series,12,4.6,unknown,1,2017,1062
728,nyanpire - the vampire cat,series,12,4.3,حوار ملمح,1,2021,612
729,nyarko-san: another crawling chaos,series,46,4.4,"الفجور, العنف الجنسي, المحتوى الجنسي, حوار ملمح, العنف",4,2012,2063
730,oblivion battery,series,12,4.7,"الفجور, التدخين, حوار ملمح",1,2024,4741
731,oda cinnamon nobunaga,series,12,4.3,"الفجور, العنف",1,2020,655
732,oddtaxi,series,14,4.8,"الفجور, التدخين, العنف",2,2021,14000
733,offside,series,39,3.9,"الفجور, العنف",1,2023,302
734,"oh, suddenly egyptian god",series,20,4.3,العنف,2,2021,838
735,ojisan and marshmallow,series,13,4.4,"المحتوى الجنسي, الصور الجنسية, حوار ملمح",1,2016,1498
736,okami-san and her seven companions,series,12,4.4,"الفجور, الصور الجنسية, العنف",1,2017,2120
737,"okitsura: fell in love with an okinawan girl, but i just wish i know what she's saying",series,12,4.4,الفجور,1,2025,6199
738,onara goro,series,13,3.2,"الفجور, التدخين",1,2017,813
739,once upon a witch’s death,series,6,4.4,العنف,1,2025,3221
740,one piece,series,1164,4.8,"تعاطي المخدرات/الكحول, الفجور, التدخين, العنف",19,2025,652170
741,one-punch man,series,25,4.8,"الفجور, التدخين, العنف",2,2020,64137
742,onee-chan ga kita,series,12,4.3,"الصور الجنسية, حوار ملمح",1,2014,1876
743,oneroom,series,37,3.5,"الصور الجنسية, حوار ملمح",3,2017,1126
744,onihei,series,14,4.7,"الفجور, العنف الجنسي, المحتوى الجنسي, التعذيب, العنف",2,2021,721
745,onimai: i'm now your sister!,series,12,4.7,"تعاطي المخدرات/الكحول, الصور الجنسية, حوار ملمح",1,2023,9170
746,onyx equinox,series,24,4.3,"العري, الفجور, المحتوى الجنسي, العنف",2,2020,3296
747,ooya-san wa shishunki!,series,12,4.3,"الصور الجنسية, حوار ملمح",1,2016,609
748,orange,series,13,4.7,"الفجور, الانتحار, العنف",1,2016,27080
749,oreca battle,series,52,3.3,"رعب خارق للطبيعة, العنف",1,2014,72
750,orenchi no furo jijo,series,13,4.4,unknown,1,2014,6541
751,orguss,series,35,3.9,"الأضواء الساط∏ة, العري, التدخين, حوار ملمح, العنف",1,2023,188
752,orient,series,24,4.4,العنف,1,2022,20070
753,osamake: romcom where the childhood friend won't lose,series,12,4.0,"الفجور, الصور الجنسية, حوار ملمح",1,2021,8226
754,our dating story: the experienced you and the inexperienced me,series,12,4.6,"الصور الجنسية, حوار ملمح",1,2023,33268
755,our last crusade or the rise of a new world,series,16,4.6,"الصور الجنسية, حوار ملمح, العنف",2,2025,21678
756,overtake!,series,12,4.8,الفجور,1,2023,6709
757,ozmafia!!,series,12,3.4,"الفجور, العنف",1,2016,232
758,pan de peace!,series,13,4.0,unknown,1,2016,371
759,parallel world pharmacy,series,12,4.8,"رعب خارق للطبيعة, العنف",1,2022,50241
760,parasyte -the maxim-,series,24,4.8,"الفجور, رعب خارق للطبيعة, العنف",1,2014,46302
761,peace maker kurogane,series,1,3.9,"التدخين, العنف",1,2019,302
762,peacemaker,series,24,4.0,"حوار ملمح, العنف",1,2022,590
763,peach boy riverside,series,12,4.0,"الفجور, الصور الجنسية, العنف",1,2021,6291
764,peeping life,series,10,2.8,الفجور,1,2011,256
765,perfect blue,series,1,4.7,"العري, العنف الجنسي, المحتوى الجنسي, العنف",1,2023,636
766,persona4 the golden animation,series,12,4.3,"العري, الفجور, حوار ملمح, العنف",1,2014,1501
767,pes: peace eco smile,series,7,3.0,الفجور,1,2012,77
768,phantasy star online 2: episode oracle,series,26,4.2,"الفجور, الصور الجنسية, العنف",1,2022,536
769,phantom in the twilight,series,12,4.2,"الفجور, العنف",1,2018,2387
770,phantom thief reinya,series,12,3.9,"الفجور, العنف",1,2010,234
771,piacevole,series,12,4.1,"الفجور, الصور الجنسية",1,2017,230
772,pikotaro's lullaby la la by,series,12,3.4,الفجور,2,2017,216
773,ping pong the animation,series,11,4.8,"الفجور, التدخين",1,2014,2507
774,planet with,series,12,4.2,"الفجور, العنف",1,2018,561
775,planetes,series,26,4.6,العنف,1,2024,1340
776,platinum end,series,24,3.8,"المحتوى الجنسي, الانتحار, العنف",1,2021,15455
777,"play it cool, guys",series,24,4.8,"تعاطي المخدرات/الكحول, الفجور",1,2022,8258
778,"please put them on, takamine-san",series,5,4.2,العري,1,2025,15652
779,please tell me! galko-chan,series,12,4.4,"الصور الجنسية, حوار ملمح",1,2016,1200
780,plunderer,series,24,4.5,"تعاطي المخدرات/الكحول, العري, العنف الجنسي, التدخين, العنف",1,2022,21088
781,polar bear cafe,series,50,4.6,"تعاطي المخدرات/الكحول, الفجور, التدخين, العنف",1,2012,1295
782,police in a pod,series,13,4.5,"تعاطي المخدرات/الكحول, الفجور, العنف الجنسي, التدخين, الانتحار",1,2022,853
783,pop team epic,series,40,4.2,"الفجور, حوار ملمح, العنف",4,2022,3672
784,possibly the greatest alchemist of all time,series,12,4.6,"الفجور, الصور الجنسية, العنف",1,2025,40185
785,power of hope ~precure full bloom~,series,12,4.1,"تعاطي المخدرات/الكحول, الفجور, التدخين, العنف",1,2023,1051
786,poyopoyo,series,52,4.6,الفجور,1,2012,690
787,precure,series,49,4.5,"الفجور, العنف",1,2021,1587
788,precure max heart,series,47,4.6,"الفجور, العنف",1,2024,246
789,precure splash star,series,49,4.6,العنف,1,2024,278
790,pretear,series,13,4.5,"الفجور, العنف",1,2017,650
791,princess connect! re: dive,series,25,4.5,"تعاطي المخدرات/الكحول, الفجور, الصور الجنسية, العنف",2,2020,9525
792,promise of wizard,series,12,3.4,"تعاطي المخدرات/الكحول, الفجور, التدخين, العنف",1,2025,4185
793,pseudo harem,series,12,4.8,"الفجور, حوار ملمح",1,2024,27052
794,psychic princess,series,16,4.8,"الفجور, حوار ملمح, العنف",1,2021,29002
795,psycho-pass,series,55,4.7,"الدم/القتل, الفجور, العنف الجنسي, التدخين, العنف",5,2023,13966
796,psycho-pass - the movie,series,1,4.7,"العري, الفجور, التدخين, العنف",1,2022,1524
797,psycho-pass: providence,series,1,4.8,"التدخين, الانتحار, العنف",1,2023,2494
798,pumpkin scissors,series,24,4.3,"الفجور, التدخين, الانتحار, العنف",1,2022,990
799,punch line,series,12,4.0,"الصور الجنسية, حوار ملمح, العنف",1,2015,1872
800,puniru is a kawaii slime,series,12,3.9,"الصور الجنسية, حوار ملمح",1,2024,1106
801,puraore! ~pride of orange~,series,12,4.1,الفجور,1,2021,712
802,quality assurance in another world,series,13,4.0,"الفجور, الصور الجنسية, العنف",1,2024,9913
803,r-15,series,13,3.9,"المحتوى الجنسي, الصور الجنسية, حوار ملمح",1,2011,886
804,radiant,series,42,4.5,"الفجور, العنف",2,2018,15674
805,ragnarok - the animation,series,26,4.1,"الفجور, العنف",1,2017,918
806,rail romanesque,series,12,3.5,العري,1,2020,445
807,rainy cocoa sideg,series,12,3.3,الفجور,1,2019,221
808,ramen akaneko,series,12,4.6,"تعاطي المخدرات/الكحول, التدخين",1,2024,2823
809,ranking of kings,series,33,4.8,العنف,2,2022,63145
810,raven of the inner palace,series,13,4.8,"العنف الجنسي, الانتحار, العنف",1,2022,21996
811,re-main,series,12,4.7,الفجور,1,2022,4879
812,re:monster,series,12,4.4,"العري, العنف الجنسي, المحتوى الجنسي, حوار ملمح, الانتحار, العنف",1,2024,66402
813,re:zero -starting life in another world-,series,56,4.7,العنف,4,2020,129510
814,re:zero -starting life in another world- shorts,series,25,4.3,"الفجور, حوار ملمح",1,2016,2121
815,"reborn as a vending machine, i now wander the dungeon",series,12,4.2,"الفجور, حوار ملمح, العنف",1,2023,30471
816,reborn to master the blade: from hero-king to extraordinary squire,series,12,4.4,"الفجور, الصور الجنسية, العنف",1,2023,23728
817,reborn!,series,204,4.7,"الفجور, الشتائم, التدخين, الصور الجنسية, حوار ملمح, العنف",9,2009,19484
818,recorder and randsell,series,39,4.1,"الصور الجنسية, حوار ملمح",2,2013,854
819,recovery of an mmo junkie,series,12,4.7,"تعاطي المخدرات/الكحول, الفجور, الصور الجنسية, العنف",2,2017,19476
820,red garden,series,23,3.5,"الفجور, رعب خارق للطبيعة, العنف",1,2023,266
821,reign of the seven spellblades,series,15,4.2,"العري, الفجور, حوار ملمح, العنف",1,2023,24246
822,relife,series,18,4.8,"تعاطي المخدرات/الكحول, الفجور, التدخين, الانتحار",2,2023,28031
823,remake our life!,series,13,4.7,"الصور الجنسية, حوار ملمح",1,2021,19274
824,rent-a-girlfriend,series,36,4.3,"العري, الفجور, المحتوى الجنسي, حوار ملمح",2,2020,92119
825,requiem of the rose king,series,25,4.0,"الفجور, العنف الجنسي, المحتوى الجنسي, العنف",1,2022,2438
826,"rerided - derrida, who leaps through time",series,12,3.7,"الفجور, العنف",1,2018,747
827,restaurant to another world,series,24,4.8,"الصور الجنسية, العنف",2,2021,12440
828,revenger,series,12,4.5,"تعاطي المخدرات/الكحول, الفجور, التدخين, المحتوى الجنسي, الانتحار, العنف",1,2023,8401
829,rinshi!! ekodachan,series,12,2.0,"العري, المحتوى الجنسي",1,2019,298
830,robihachi,series,12,4.3,"الفجور, الصور الجنسية",1,2022,434
831,robotech,series,87,4.4,"العري, العنف",2,2022,1794
832,rokka -braves of the six flowers-,series,13,4.3,العنف,1,2015,13447
833,rokudo's bad girls,series,12,4.4,"الفجور, الصور الجنسية, حوار ملمح, العنف",1,2023,6461
834,romeo x juliet,series,24,4.5,العنف,1,2017,1240
835,ron kamonohashi's forbidden deductions,series,26,4.8,"تعاطي المخدرات/الكحول, العري, العنف",2,2023,17298
836,room camp,series,13,4.7,unknown,1,2020,1940
837,room mate,series,12,2.7,"العري, المحتوى الجنسي",1,2017,1270
838,root - route of oddtaxi -,series,10,3.4,"الفجور, التدخين, العنف",1,2024,1246
839,rosario + vampire,series,26,4.5,"الفجور, العنف الجنسي, المحتوى الجنسي, الصور الجنسية, حوار ملمح, العنف",2,2022,11641
840,rowdy sumo wrestler matsutaro,series,23,3.4,"الفجور, التدخين, العنف",1,2014,228
841,rpg real estate,series,12,4.2,"الصور الجنسية, العنف",1,2022,2615
842,rumble garanndoll,series,12,3.9,"الفجور, التدخين, العنف",1,2022,427
843,run with the wind,series,23,4.9,"الفجور, التدخين",1,2019,7731
844,rurouni kenshin,series,47,4.8,"تعاطي المخدرات/الكحول, التدخين, العنف",2,2025,36014
845,rusted armors,series,12,1.6,"الفجور, العنف",1,2022,962
846,rwby: ice queendom,series,12,4.4,"التدخين, العنف",1,2022,8745
847,ryo,series,1,3.8,"الفجور, العنف",1,2023,242
848,sabagebu!  - survival game club! –,series,12,4.5,"الفجور, الصور الجنسية, الانتحار, العنف",1,2014,1022
849,sabikui bisco,series,12,4.6,"الفجور, العنف",1,2022,14590
850,sacrificial princess and the king of beasts,series,24,4.8,"التدخين, العنف",1,2023,22075
851,saekano -how to raise a boring girlfriend-,series,13,4.6,"الفجور, الصور الجنسية",1,2015,8088
852,saga of tanya the evil,series,15,4.8,"الفجور, التدخين, العنف",3,2019,39349
853,sagrada reset,series,24,4.5,الانتحار,1,2023,145
854,saint cecilia and pastor lawrence,series,12,4.6,مواضيع للبالغين,1,2023,7709
855,saint seiya - soul of gold,series,13,4.7,"الفجور, العنف",1,2015,2442
856,saint seiya saintia sho,series,10,3.7,العنف,1,2019,1359
857,saint seiya: knights of the zodiac,series,25,4.1,"الفجور, العنف",2,2024,5626
858,saiyuki reload blast,series,12,4.5,"الفجور, التدخين, العنف",1,2017,1225
859,saki,series,38,4.5,"الفجور, الصور الجنسية",2,2009,2771
860,saki side a,series,17,4.1,الصور الجنسية,1,2012,377
861,sakugan,series,12,4.3,"الفجور, العنف",1,2021,4508
862,sakuna: of rice and ruin,series,13,4.1,"تعاطي المخدرات/الكحول, الفجور, العنف",1,2024,2092
863,sakura wars the animation,series,12,3.8,العنف,1,2022,428
864,sakura wars the movie,series,1,3.7,"الفجور, العنف",1,2022,163
865,salaryman’s club,series,12,4.7,"تعاطي المخدرات/الكحول, الفجور",1,2022,4658
866,samurai champloo,series,26,4.9,"تعاطي المخدرات/الكحول, العري, الفجور, الشتائم, المحتوى الجنسي, العنف",1,2022,19911
867,sanrio boys,series,12,4.5,الفجور,1,2018,2772
868,sasaki and miyano,series,14,4.9,"الفجور, حوار ملمح",2,2022,43762
869,sasaki and peeps,series,12,4.6,العنف,1,2024,14977
870,sasami magical girls club,series,26,3.7,"الفجور, الصور الجنسية",1,2017,155
871,"saving 80,000 gold in another world for my retirement",series,12,4.6,"التدخين, العنف",1,2023,21150
872,scar on the praeter,series,13,3.9,"الفجور, التدخين, العنف",1,2022,677
873,scar-red rider xechs,series,12,2.8,العنف,1,2018,114
874,scarlet nexus,series,26,4.0,العنف,1,2023,3272
875,school days,series,12,3.6,"المحتوى الجنسي, حوار ملمح, العنف",1,2009,12783
876,"science fell in love, so i tried to prove it",series,24,4.5,"الصور الجنسية, حوار ملمح, العنف",2,2020,13792
877,scorching ping pong girls,series,12,4.2,"الفجور, الصور الجنسية",1,2016,786
878,sd gundam world heroes,series,24,3.4,"الفجور, العنف",1,2021,185
879,seirei gensouki: spirit chronicles,series,24,4.7,العنف,2,2024,73599
880,sekai ichi hatsukoi - world's greatest first love,series,27,4.6,"مواضيع للبالغين, تعاطي المخدرات/الكحول, الفجور, التدخين, المحتوى الجنسي",2,2023,9710
881,sekko boys,series,12,3.2,"الفجور, المحتوى الجنسي, العنف",1,2016,706
882,selection project,series,13,4.6,الفجور,1,2022,516
883,sengoku basara - end of judgement,series,12,4.0,"الفجور, الصور الجنسية, العنف",1,2022,462
884,sengoku collection (parallel world samurai),series,26,3.7,"تعاطي المخدرات/الكحول, الفجور, التدخين, الصور الجنسية, العنف",1,2012,292
885,sengoku night blood,series,12,3.8,العنف,1,2017,4217
886,sengoku youko,series,37,4.4,"تعاطي المخدرات/الكحول, العري, الفجور, التدخين, العنف",1,2024,7704
887,sengokuchojyugiga,series,26,3.6,الفجور,2,2016,174
888,senpai is an otokonoko,series,12,4.2,"التدخين, حوار ملمح",1,2024,10265
889,senran kagura shinovi master,series,24,3.9,"العري, المحتوى الجنسي, العنف",2,2018,1599
890,senyu,series,26,3.9,"حوار ملمح, العنف",2,2013,1098
891,seton academy: join the pack!,series,12,4.5,"الصور الجنسية, حوار ملمح, العنف",1,2020,4779
892,seven knights revolution: hero successor,series,12,4.0,العنف,1,2021,2897
893,seven mortal sins,series,13,3.2,"العري, العنف الجنسي, المحتوى الجنسي, العنف",1,2017,7318
894,"shachibato! president, it's time for battle!",series,12,3.9,"تعاطي المخدرات/الكحول, الفجور, العنف",1,2022,870
895,shadows house,series,25,4.8,العنف,2,2022,11570
896,shadowverse,series,153,3.4,"الفجور, التدخين, الصور الجنسية, العنف",2,2024,1722
897,shangri-la,series,24,3.7,"الفجور, المحتوى الجنسي, العنف",1,2018,554
898,shangri-la frontier,series,51,4.8,"الفجور, التدخين, العنف",2,2023,153447
899,she and her cat -everything flows-,series,4,4.8,unknown,1,2016,4702
900,she professed herself pupil of the wise man,series,12,4.4,"الصور الجنسية, العنف",1,2024,13323
901,shelter,series,1,4.9,"مواضيع للبالغين, العنف",1,2016,8610
902,shenmue the animation,series,13,4.5,"الفجور, العنف",1,2022,3098
903,shikimori's not just a cutie,series,14,4.5,الفجور,1,2022,53348
904,shin ikki tousen,series,3,4.3,"العري, التدخين, الصور الجنسية",1,2022,2379
905,shin koihime musou,series,12,4.4,"الصور الجنسية, حوار ملمح, العنف",1,2009,1075
906,shin koihime musou - otome tairan,series,12,4.4,"تعاطي المخدرات/الكحول, الصور الجنسية, حوار ملمح, العنف",1,2010,683
907,shine on! bakumatsu bad boys,series,12,4.1,"الفجور, العنف الجنسي, التعذيب, العنف",1,2022,2233
908,shinobi no ittoki,series,12,3.9,"الفجور, التدخين, العنف",1,2022,31335
909,shirohiyo - reincarnated as a neglected noble: raising my baby brother with memories from my past life,series,4,4.1,"الصور الجنسية, العنف",1,2025,1841
910,shironeko project zero chronicle,series,12,3.4,"الصور الجنسية, العنف",1,2022,3569
911,shoku-king (motion manga),series,8,2.8,الفجور,1,2015,64
912,shonen ashibe go! go! goma-chan,series,120,3.4,unknown,1,2016,106
913,shoot! goal to the future,series,13,3.4,"الفجور, الصور الجنسية",1,2022,2710
914,shoshimin: how to become ordinary,series,15,4.3,"الفجور, العنف",2,2025,6704
915,show by rock!! mashumairesh!!,series,24,4.1,"الفجور, الصور الجنسية, العنف",2,2024,375
916,shugo chara,series,127,4.7,"الفجور, حوار ملمح, العنف",3,2009,36051
917,shy,series,24,4.2,"تعاطي المخدرات/الكحول, الفجور, العنف",1,2024,8795
918,"sing ""yesterday"" for me",series,12,4.3,"الفجور, التدخين",1,2020,7530
919,sk8 the infinity,series,13,4.9,"الفجور, التدخين, العنف",2,2022,36164
920,skate-leading stars,series,12,4.3,"العري, الفجور",1,2022,1112
921,skeleton knight in another world,series,12,4.7,"العنف الجنسي, الصور الجنسية, العنف",1,2022,74538
922,sket dance,series,78,4.6,"الفجور, التدخين, حوار ملمح, العنف",1,2011,2231
923,skip and loafer,series,12,4.8,الفجور,1,2023,36918
924,skip beat!,series,25,4.7,الفجور,1,2008,21539
